run_id,condition,success,trial_type,trial_index,time_elapsed,internal_node_id,id,distance,width,train_repeats,card_width_px,condition,experiment_finished,value,final_width_px,scale_factor,item_width,pixels_unit_screen,pixels_per_unit,animation_sequence,responses,rt,stimulus,stimulus_side,key_press,acc,animation_performance,bProblem,sProblem,trial_began,training,timing_response,fade_out_time,fade_in_time,fade_out_length,stimulus_alpha,timing_post_trial,within_ITI,trial,button_pressed,col_row_answers,cb_trial,correct_response,question_order,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
2,1,true,animation,43,52230,0.0-7.0-5.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","[{""stimulus"":""img/01_L_filler_absent.jpg"",""time"":321.909999998752},{""stimulus"":""blank"",""time"":562.3849999974482},{""stimulus"":""img/01_L_filler_absent.jpg"",""time"":641.9549999991432},{""stimulus"":""blank"",""time"":882.4899999890476},{""stimulus"":""img/01_L_filler_present.jpg"",""time"":960.7449999894015},{""stimulus"":""blank"",""time"":1201.924999972107},{""stimulus"":""img/01_L_filler_present.jpg"",""time"":1281.3849999802187}]","[{""key_press"":32,""rt"":1334.8650000116322,""stimulus"":""img/01_L_filler_present.jpg""}]",1334.9299999827053,01,L,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","1,1",1,"""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,44,53292,0.0-7.0-6.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1056.2550000031479,"detection grids/01L.jpg","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",1,"""","""",true,"""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,45,54252,0.0-7.0-7.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",958.0000000132713,"detection grids/01L.jpg","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",1,"""","""",true,"""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",call-function,46,54254,0.0-7.0-0.1,yuval,27.214999999999996,387,1,387,2,true,"[object Object]","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,47,54257,0.0-7.0-1.1,yuval,27.214999999999996,387,1,387,2,true,"[object Object]","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,48,55259,0.0-7.0-2.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"<p style=""font-size: 48px;"">ready?</p>","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,49,56262,0.0-7.0-3.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"<p style=""font-size: 48px;"">ready?</p>","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,50,57264,0.0-7.0-4.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"<p style=""font-size: 48px;"">ready?</p>","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,false,animation,51,58090,0.0-7.0-5.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","[{""stimulus"":""img/02_R_filler_absent.jpg"",""time"":321.91500000772066},{""stimulus"":""blank"",""time"":563.0900000105612},{""stimulus"":""img/02_R_filler_absent.jpg"",""time"":641.1300000036135}]","[{""key_press"":32,""rt"":825.0450000050478,""stimulus"":""img/02_R_filler_absent.jpg""}]",825.1250000030268,02,R,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2,3",2,"""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,52,59564,0.0-7.0-6.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1464.6150000044145,"detection grids/02R.jpg","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",2,"""","""",true,"""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,53,59860,0.0-7.0-7.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",295.2999999979511,"detection grids/02R.jpg","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",2,"""","""",false,"""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",call-function,54,59861,0.0-8.0,yuval,27.214999999999996,387,1,387,2,true,"[{""timestamp"":3502.6099999959115,""zoom_ratio"":1.75},{""timestamp"":5353.295000008075,""zoom_ratio"":1.75}]","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",call-function,55,59861,0.0-9.0,yuval,27.214999999999996,387,1,387,2,true,"[{""event"":""fullscreenenter"",""trial"":0,""time"":1318}]","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",call-function,56,59861,0.0-10.0,yuval,27.214999999999996,387,1,387,2,true,"{""assignmentId"":"",""hitId"":"",""workerId"":"",""turkSubmitTo"":"",""previewMode"":false,""outsideTurk"":true}","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,57,60700,0.0-11.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",838.8649999978952,"<div class='center'><p style='font-size: 28px;'>You have completed this part of the study!</p>                <p style='font-size: 28px;'>You will now answer several questions. Please answer them sincerely.</p>                 <p style='font-size: 28px;'>We remind you that your answers are completely anonymous.</p>                <p style='font-size: 24px;'><i>Press the space bar to continue</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-multi-choice,58,64181,0.0-11.0-1.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""gender"":""Female"",""hand"":""Left"",""native"":""No""}",3478.770000016084,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","[0,1,2]","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-text,59,66716,0.0-11.0-2.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""age"":""d""}",2527.28500001831,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-text,60,67892,0.0-11.0-3.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""add"":""d""}",1172.7649999957066,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-likert,61,70596,0.0-11.0-4.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""fluency"":1}",2701.035000005504,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",[0],"2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-likert,62,71975,0.0-11.0-5.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""instructions_1"":1}",1375.3250000008848,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",[0],"2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-text,63,74284,0.0-11.0-6.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""strategy_1"":""ff""}",2283.8150000025053,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-likert,64,76743,0.0-11.0-7.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""instructions_2"":1}",2457.939999992959,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",[0],"2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-text,65,78980,0.0-11.0-8.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""strategy_2"":""f""}",2227.3949999944307,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-likert,66,82438,0.0-11.0-9.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""q1"":1,""q2"":1,""q3"":1,""q4"":1}",3455.530000006547,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","[0,1,2,3]","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-likert,67,88478,0.0-11.0-10.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""q5"":1,""q6"":1,""q7"":1,""q8"":1}",6031.580000009853,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","[0,1,2,3]","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-likert,68,91255,0.0-11.0-11.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""q9"":1,""q10"":1,""q11"":1,""q12"":1}",2772.8000000061,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","[0,1,2,3]","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-multi-choice,69,92817,0.0-11.0-12.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""is_driver"":""No""}",1554.6449999965262,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",[0],"2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-text,70,95460,0.0-13.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""Q0"":""f""}",2636.7500000051223,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",survey-text,71,96436,0.0-13.0-1.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","{""comments"":""f""}",969.2349999968428,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-button-response,72,97260,0.0-13.0-2.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",822.8099999832921,<p><b>xrVESi7LQxYmku5</b></p>,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0,"""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,true,fullscreen,0,2183,0.0-0.0-0.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",call-function,1,2187,0.0-0.0-1.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",new-resize,2,2187,0.0-0.0-2.0,test1,27.973000000000003,387,2,387,2,"""",387,0.7644444444444445,3.375,114.66666666666667,150,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",animation,3,2191,0.0-0.0-3.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","[{""stimulus"":""img/demo1_absent.jpg"",""time"":2.9599999834317714}]",[],"""",1,o,"""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,4,2831,0.0-0.0-4.0-0.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",638.9849999977741,"<p style='font-size: 28px;' align='justify'>We finished the calibration stage! We will now continue to the main task of this experiment.</p>                <p style='font-size: 28px;' align='justify'><b>We remind you to make an effort to move as little as possible until the end of the task.</b></p>                <p style='font-size: 28px;'><b>Please read the following instructions carefully.</b></p>                <p style='font-size: 24px;'><i>Press the space bar to continue</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,5,3384,0.0-0.0-4.0-1.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",552.65500000678,"<p style='font-size: 28px;' align='justify'>This experiment is made up of two different tasks, followed by a short questionnaire.</p>                <p style='font-size: 28px;' align='justify'>Each task should take about 10-20 minutes, and the questionnaire another 5 minutes.</p>                <p style='font-size: 24px;'><i>Press the space bar to continue to the first task's instructions</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,6,3756,0.0-1.0-0.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",371.3800000259653,"<div class = 'center'><p style='font-size: 28px;'>In this task you will be presented with rapidly       changing patterns of rectangles. Through these rectangles faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p style='font-size: 24px;' align='center'><i>Press the space bar to continue.</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,7,4351,0.0-1.0-1.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",593.6250000086147,"<div class = 'center'><p style='font-size: 28px;'>If a face appeared in the right half       of the screen, press the right key. If a face appeared in the left half       of the screen, press the left key.</p>      <p style='font-size: 24px;' align='center'><i>Press the space bar to continue.</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,8,4697,0.0-1.0-2.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",346.25999999116175,"<div class = 'center'><p style='font-size: 28px;'>Please perform this task as accurately       and quickly as you can.</p>      <p style='font-size: 24px;' align='center'><i>Press the space bar to continue.</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,9,5110,0.0-1.0-3.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",411.3350000116043,"<div class = 'center'><p style='font-size: 28px;'>During the task, please focus your gaze at       the plus sign in the middle.</p>        <p style='font-size: 28px;'><b>Even though the faces appear to the left and right of the plus sign, it is important that you look at the plus         sign at all times.</b></p>        <p style='font-size: 24px;' align='center'></i>Press the space bar to continue.</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,10,5487,0.0-1.0-4.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",376.41999998595566,"<div class = 'center'><p style='font-size: 28px;'>We will start with a short practice.</p>        <p style='font-size: 24px;' align='center'></i>Press the space bar to continue.</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,11,6779,0.0-1.0-5.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",1290.7000000122935,"<div class='center'>      <img src='keys.jpg'></img>      <p style='font-size: 28px;'>Place your fingers on the 'D' and 'K' keys as shown in the picture.</p>       <p style='font-size: 28px;'>If a face appears on the right side press the right key (K).</p>      <p style='font-size: 28px;'>If a face appears on the left side press the left key (D).</p>      <p>Press either one of these keys to start the practice.</p></div>","""",75,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,12,6783,0.0-2.0-0.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",null,"""","""",null,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",bRMS,13,9303,0.0-2.0-1.0-0.0,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",1592.0099999930244,faces/training/p_1.jpg,0,75,0,"[object Object]",0,0,1607702684744,true,0,20,1,10,0.6,"2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",bRMS,14,11680,0.0-2.0-1.0-0.1,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",1445.9849999984726,faces/training/p_2.jpg,0,75,0,"[object Object]",0,0,1607702687287,true,0,20,1,10,0.6,"2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",bRMS,15,14717,0.0-2.0-1.0-0.2,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",2108.8999999919906,faces/training/p_0.jpg,0,75,0,"[object Object]",0,0,1607702689684,true,0,20,1,10,0.6,"2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",html-keyboard-response,16,15021,0.0-2.1-0.1,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",296.90499999560416,"<div class='center'>  <p style='font-size: 28px;'>You pressed the wrong key too many times during the practice block.</p>  <p style='font-size: 24px;'>Press either the 'D' or 'K' keys to repeat it.</p></div>","""",75,"""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
3,1,"""",bRMS,17,17456,0.0-2.1-1.1-0.3,test1,27.973000000000003,387,2,387,2,"""","""","""","""","""","""","""","""",1469.0950000076555,faces/training/p_1.jpg,0,75,0,"[object Object]",0,0,1607702693010,true,0,20,1,10,0.6,"2020-12-11 16:04:32",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
