run_id,condition,success,trial_type,trial_index,time_elapsed,internal_node_id,id,distance,width,train_repeats,card_width_px,condition,experiment_finished,value,final_width_px,scale_factor,item_width,pixels_unit_screen,pixels_per_unit,animation_sequence,responses,rt,stimulus,stimulus_side,key_press,acc,animation_performance,bProblem,sProblem,trial_began,training,timing_response,fade_out_time,fade_in_time,fade_out_length,stimulus_alpha,timing_post_trial,within_ITI,trial,button_pressed,col_row_answers,cb_trial,correct_response,question_order,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
2,1,"""",html-keyboard-response,10,4579,0.0-1.0-4.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",400.92499999445863,"<div class = 'center'><p style='font-size: 28px;'>We will start with a short practice.</p>        <p style='font-size: 24px;' align='center'></i>Press the space bar to continue.</i></p></div>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,11,5727,0.0-1.0-5.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1147.2150000045076,"<div class='center'>      <img src='keys.jpg'></img>      <p style='font-size: 28px;'>Place your fingers on the 'D' and 'K' keys as shown in the picture.</p>       <p style='font-size: 28px;'>If a face appears on the right side press the right key (K).</p>      <p style='font-size: 28px;'>If a face appears on the left side press the left key (D).</p>      <p>Press either one of these keys to start the practice.</p></div>","""",75,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,12,5732,0.0-2.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"""","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,13,9143,0.0-2.0-1.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",2482.639999972889,faces/training/p_2.jpg,1,75,1,"[object Object]",0,0,1607702545062,true,0,20,1,10,0.6,"""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,14,11086,0.0-2.0-1.0-0.1,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1014.8150000022724,faces/training/p_1.jpg,1,75,1,"[object Object]",0,0,1607702548480,true,0,20,1,10,0.6,"""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,15,12949,0.0-2.0-1.0-0.2,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",933.9200000104029,faces/training/p_0.jpg,1,75,1,"[object Object]",0,0,1607702550435,true,0,20,1,10,0.6,"""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,16,13792,0.0-3.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",836.5049999847542,"<div class = 'center'><p style='font-size: 28px;'>You have completed the practice block.</p>  <p style='font-size: 28px;'>You will now continue with the same task. The task may now be more   difficult. It will take about 5-10 minutes, and you will have a short break in the half way point. </p>    <p style='font-size: 24px;'>Press either the 'D' or the 'K' keys to continue.</p></div>","""",75,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,17,14236,0.0-3.0-1.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",442.9550000058953,"<div class = 'center'><p style='font-size: 28px;'>During the task, please focus your gaze at   the plus sign in the middle.</p>    <p style='font-size: 28px;'><b>Even though the faces appear to the left    and right of the plus sign, it is important that you look at the plus     sign at all times.</b></p>    <p style='font-size: 26px;'>Press either the 'D' or the 'K' keys to start the task.</p></div>","""",75,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,18,19216,0.0-4.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",4017.2200000088196,faces/1.jpg,1,75,1,"[object Object]",0,0,1607702553577,"""",0,20,1,10,0.4,100,900,1,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,19,21743,0.0-4.0-2.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1599.1849999991246,faces/3.jpg,0,68,1,"[object Object]",0,0,1607702558541,"""",0,20,1,10,0.4,100,900,2,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,20,24716,0.0-4.0-4.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",2043.8199999916833,faces/3.jpg,0,68,1,"[object Object]",0,0,1607702561070,"""",0,20,1,10,0.4,100,900,3,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,21,27580,0.0-4.0-6.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1933.6199999961536,faces/1.jpg,0,68,1,"[object Object]",0,0,1607702564022,"""",0,20,1,10,0.4,100,900,4,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,22,29728,0.0-4.0-8.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1219.9949999921955,faces/1.jpg,1,75,1,"[object Object]",0,0,1607702566885,"""",0,20,1,10,0.4,100,900,5,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,23,31982,0.0-4.0-10.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1325.7900000025984,faces/3.jpg,1,75,1,"[object Object]",0,0,1607702569025,"""",0,20,1,10,0.4,100,900,6,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,24,34841,0.0-4.0-12.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1931.5399999904912,faces/3.jpg,0,68,1,"[object Object]",0,0,1607702571275,"""",0,20,1,10,0.4,100,900,7,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",bRMS,25,37463,0.0-4.0-13.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1691.034999996191,faces/1.jpg,1,75,1,"[object Object]",0,0,1607702574137,"""",0,20,1,10,0.4,100,900,8,"""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,26,38604,0.0-5.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1137.1750000107568,"<p style='font-size: 28px;'>First part is done!</p>    <p style='font-size: 28px;'>You've finished about half of the study, great job!</p>    <p style='font-size: 24px;' align='center'><i>Press the space bar to continue.</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,27,39368,0.0-5.0-1.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",762.2900000133086,"<p style='font-size: 28px;'>We will now go on to the second task.</p>    <p style='font-size: 28px;'>Please read the following instructions carefully.</p>    <p style='font-size: 24px;' align='center'><i>Press the space bar to continue.</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,28,39749,0.0-6.0-0.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",381.34000002173707,"<p style='font-size: 28px;' align='justify'>In this part you will be asked to find a single flickering object within a scene.    Each time you will be presented with one scene. This scene will be static, except for one single object that will be appearing and disappearing.    Your goal will be to detect this object as quickly and accurately as you can.</p>    <p style='font-size: 28px;' align='justify'>We will ask you to place your finger over the space bar, and once you have found the object press the space bar <b>as quickly as possible.</b></p>    <p style='font-size: 28px;' align='justify'>For each scene, you will have up to 60 seconds to do so. After that you will be asked about the location of the object.</P>    <br>    <p style='font-size: 28px;'>We will now continue with a short practice before starting the task.</p>    <br>    <p style='font-size: 24px;'><i>Press the space bar to continue</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",animation,29,41337,0.0-6.0-1.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","[{""stimulus"":""img/demo1_absent.jpg"",""time"":501.51000000187196},{""stimulus"":""img/demo1_absent.jpg"",""time"":1009.8400000133552},{""stimulus"":""img/demo1_present.jpg"",""time"":1501.22000000556}]","[{""key_press"":32,""rt"":1583.7199999950826,""stimulus"":""img/demo1_present.jpg""}]",1583.9100000157487,1,o,"""","""","""","""","""","""",true,"""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,30,42654,0.0-6.0-2.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",1312.1600000013132,"detection grids/demo1.jpg","""","""","""","""","""","""","""",true,"""","""","""","""","""","""","""","""",2,"""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,31,43036,0.0-6.0-3.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",379.73000001511537,"detection grids/demo1.jpg","""","""","""","""","""","""","""",true,"""","""","""","""","""","""","""","""",2,"""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,32,43545,0.0-6.0-4.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",508.9250000019092,"<p style='font-size: 28px;'>That was easy, right?</p>                <p style='font-size: 28px;'>Now let's have another practice. This time it will be a bit more difficult.</p>                <p style='font-size: 24px;'><i>Press the space bar to continue</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",animation,33,44871,0.0-6.0-5.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","[{""stimulus"":""img/demo2_absent.jpg"",""time"":322.17500000842847},{""stimulus"":""blank"",""time"":564.345000020694},{""stimulus"":""img/demo2_absent.jpg"",""time"":641.4350000268314},{""stimulus"":""blank"",""time"":883.2350000157021},{""stimulus"":""img/demo2_present.jpg"",""time"":961.2750000087544},{""stimulus"":""blank"",""time"":1202.22500001546},{""stimulus"":""img/demo2_present.jpg"",""time"":1282.4900000123307}]","[{""key_press"":32,""rt"":1322.7499999920838,""stimulus"":""img/demo2_present.jpg""}]",1322.8500000259373,2,o,"""","""","""","""","""","""",true,"""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-keyboard-response,34,45495,0.0-6.0-6.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",620.5149999877904,"detection grids/demo2.jpg","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,35,46428,0.0-6.0-7.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",930.0900000089314,"detection grids/demo2.jpg","""","""","""","""","""","""","""",true,"""","""","""","""","""","""","""","""",0,"""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",image-button-response,36,47260,0.0-6.0-8.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",831.1200000171084,"detection grids/demo2.jpg","""","""","""","""","""","""","""",true,"""","""","""","""","""","""","""","""",1,"""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,37,47881,0.0-6.0-9.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",620.8849999820814,"<p style='font-size: 28px;'>Great! You are now ready to continue to the task.</p>                <p style='font-size: 28px;'>You will now be shown a series of similar trials one after another.</p>                <p style='font-size: 28px;'>It will take about 10-15 minutes until the next break.</p>                <p style='font-size: 28px;'>We ask you to keep your finger over the space bar and stay concentrated the whole time.</p>                <p style='font-size: 24px;'><i>Press the space bar when ready</i></p>","""",32,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",call-function,38,47884,0.0-7.0-0.0,yuval,27.214999999999996,387,1,387,2,true,"[object Object]","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,39,47888,0.0-7.0-1.0,yuval,27.214999999999996,387,1,387,2,true,"[object Object]","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,40,48889,0.0-7.0-2.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"<p style=""font-size: 48px;"">ready?</p>","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,41,49892,0.0-7.0-3.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"<p style=""font-size: 48px;"">ready?</p>","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
2,1,"""",html-keyboard-response,42,50894,0.0-7.0-4.0,yuval,27.214999999999996,387,1,387,2,true,"""","""","""","""","""","""","""","""",null,"<p style=""font-size: 48px;"">ready?</p>","""",null,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2020-12-11 16:02:13",188.120.158.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",WebKit,Chrome,87.0.4280.88,Windows,10.0
